title,description,published_date,channel_id,category,duration,total_views,total_likes,total_comments,video_extracted_date,video_id
Pulp Fiction Official Trailer #1 - (1994) HD,"Pulp Fiction movie clips: http://j.mp/1L5eDtj
BUY THE MOVIE: http://amzn.to/u4q3x7
Don't miss the HOTTEST NEW TRAILERS: http://bit.ly/1u2y6pr

CLIP DESCRIPTION:
Hit men, gangsters and robbers converge in Quentin Tarantino's violent tale of revenge. Stars John Travolta Samuel L. Jackson Bruce Willis and Uma Thurman

FILM DESCRIPTION:
Outrageously violent, time-twisting, and in love with language, Pulp Fiction was widely considered the most influential American movie of the 1990s. Director and co-screenwriter Quentin Tarantino synthesized such seemingly disparate traditions as the syncopated language of David Mamet; the serious violence of American gangster movies, crime movies, and films noirs mixed up with the wacky violence of cartoons, video games, and Japanese animation; and the fragmented story-telling structures of such experimental classics as Citizen Kane, Rashomon, and La jetée. The Oscar-winning script by Tarantino and Roger Avary intertwines three stories, featuring Samuel L. Jackson and John Travolta, in the role that single-handedly reignited his career, as hit men who have philosophical interchanges on such topics as the French names for American fast food products; Bruce Willis as a boxer out of a 1940s B-movie; and such other stalwarts as Harvey Keitel, Tim Roth, Christopher Walken, Eric Stoltz, Ving Rhames, and Uma Thurman, whose dance sequence with Travolta proved an instant classic.

CREDITS:
TM & © Miramax Films (1994)
Cast: John Travolta, Samuel L. Jackson, Tim Roth, Amanda Plummer, Eric Stoltz, Bruce Willis, Ving Rhames, Maria de Medeiros, Rosanna Arquette, Uma Thurman, Christopher Walken, Kathy Griffin, Quentin Tarantino, Harvey Keitel
Director: Quentin Tarantino
Producers: Lawrence Bender, Danny DeVito, Richard N. Gladstein, Michael Shamberg, Stacey Sher, Bob Weinstein, Harvey Weinstein
Screenwriters: Quentin Tarantino, Roger Avary

WHO ARE WE?
The MOVIECLIPS channel is the largest collection of licensed movie clips on the web. Here you will find unforgettable moments, scenes and lines from all your favorite films. Made by movie fans, for movie fans.

SUBSCRIBE TO OUR MOVIE CHANNELS:
MOVIECLIPS: http://bit.ly/1u2yaWd
ComingSoon: http://bit.ly/1DVpgtR
Indie & Film Festivals: http://bit.ly/1wbkfYg
Hero Central: http://bit.ly/1AMUZwv
Extras: http://bit.ly/1u431fr
Classic Trailers: http://bit.ly/1u43jDe
Pop-Up Trailers: http://bit.ly/1z7EtZR
Movie News: http://bit.ly/1C3Ncd2
Movie Games: http://bit.ly/1ygDV13
Fandango: http://bit.ly/1Bl79ye
Fandango FrontRunners: http://bit.ly/1CggQfC

HIT US UP:
Facebook: http://on.fb.me/1y8M8ax
Twitter: http://bit.ly/1ghOWmt
Pinterest: http://bit.ly/14wL9De
Tumblr: http://bit.ly/1vUwhH7",2011-09-27T17:32:09Z,UC3gNmTGu-TTbFPpfSs5kNkg,Film & Animation,186,6899610,33465,1902,2023-08-26T17:41:38.144514,s7EdQ4FqbhY
Reefer Madness ORIGINAL TRAILER - 1936 (Not the full film),,2011-10-04T04:35:11Z,UC3XiAeKIQWG5P059UPteqcg,Comedy,99,1077722,5703,1144,2023-08-26T17:45:06.834748,sbjHOBJzhb0
Ra One Movie Trailer - EXCLUSIVE First look of RA.ONE,"The much awaited trailer of Ra.One reveals the first look of evil Ra.One in this amazing action packed trailer !
Watch the video and gives us your feedback.",2011-10-13T11:09:52Z,UCNqtM_USjXVNOxDbK33uTYA,Entertainment,61,1536401,4325,2509,2023-08-26T17:55:42.637969,h25UcAeRb1U
American Reunion - Trailer,"http://americanreunionmovie.com

In the comedy American Reunion, all the American Pie characters we met a little more than a decade ago return to East Great Falls for their high-school reunion.  In one long-overdue weekend, they will discover what has changed, who hasn't and that time and distance can't break the bonds of friendship.

It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity.  In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye.  Oz and Heather grew apart, but Finch still longs for Stifler's mom.  Now these lifelong friends have come home as adults to reminisce about—and get inspired by—the hormonal teens who launched a comedy legend.",2011-11-01T00:36:30Z,UCf8Is8cemJ4dyq1nEXthNGA,Film & Animation,116,4250256,9989,2241,2023-08-26T17:52:48.900620,1akixU65dDY
Safe House - Trailer,"http://nooneissafe.com

Oscar® winner Denzel Washington and Ryan Reynolds star in the action-thriller Safe House.  Washington plays the most dangerous renegade from the CIA, who comes back onto the grid after a decade on the run.  When the South African safe house he's remanded to is attacked by mercenaries, a rookie operative (Reynolds) escapes with him.  Now, the unlikely allies must stay alive long enough to uncover who wants them dead.

For the past year, Matt Weston has been frustrated by his inactive, backwater post in Cape Town.  A ""housekeeper"" who aspires to be a full-fledged agent, the loyal company man has been waiting for an opportunity to prove himself.  When the first and only occupant he's had proves to be the most dangerous man he's ever met, Weston readies for duty.

Tobin Frost has eluded capture for almost a decade.  One of the best ops men that the CIA's known, the ex-intelligence officer has given up assets and sold military intel to anyone with cash since he turned.  From trading secrets to North Korea to aiding splinter cells, the damage he's done to the U.S. is immeasurable.  And he's now back on the reservation with a secret.

As soon as Frost is brought in for debriefing, mercenaries come and tear apart Weston's safe house.  Barely escaping, the unlikely partners must discover if their attackers have been sent by terrorists or someone on the inside who will kill anyone standing in the way.  Now it's up to Weston to figure out who he can trust before they're both eliminated from the game.",2011-11-04T01:05:21Z,UCqKvLGIb1MxkxaeVUKBPwzA,Film & Animation,153,9769733,5991,1469,2023-08-26T17:52:41.204417,oWzTOoOpFa8
We Are Legion: The Story of the Hacktivists - Trailer,,2011-11-04T21:05:42Z,UCUjmiZA4ZZOJNj5VcbkuLoQ,Entertainment,238,1028331,6942,1164,2023-08-26T17:53:18.820214,gn9-80ObGA8
Girl & Chocolate Trailer [Pretty Sweet],16-Nov-12,2011-12-02T07:17:33Z,UCHWsi2PM7qSq0W5L7BkFcvg,Entertainment,202,1444415,11689,2468,2023-08-26T17:53:42.083563,5lW007wAD5k
"Jaws Official Trailer #1 - Richard Dreyfuss, Steven Spielberg Movie (1975) HD","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Jaws Official Trailer #1 - Richard Dreyfuss, Steven Spielberg Movie (1975) HD

Jaws Trailer - Directed by Steven Spielberg and starring Roy Scheider Robert Shaw Richard Dreyfuss Lorraine Gary and Murray Hamilton An insatiable great white shark terrorizes the townspeople of Amity Island, The police chief, an oceanographer and a grizzled shark hunter seek to destroy the bloodthirsty beast.

Universal - 1975",2011-12-13T05:29:56Z,UCTCjFFoX1un-j7ni4B6HJ3Q,Film & Animation,202,5378981,17627,2132,2023-08-26T17:42:05.280092,U1fu_sA7XhE
King Kong Official Trailer #1 - Jack Black Movie (2005) HD,"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

King Kong Trailer - Directed by Peter Jackson and starring Naomi Watts Jack Black Adrien Brody Thomas Kretschmann and Colin Hanks Carl Denham needs to finish his movie and has the perfect location; Skull Island. But he still needs to find a leading lady. This 'soon-to-be-unfortunate' soul is Ann Darrow. No one knows what they will encounter on this island and why it is so mysterious, but once they reach it, they will soon find out. Living on this hidden island is a giant gorilla and this beast now has Ann is its grasps. Carl and Ann's new love, Jack Driscoll must travel through the jungle looking for Kong and Ann, whilst avoiding all sorts of creatures and beasts. But Carl has another plan in mind. King Kong is the remake of the 1933 cult film. With a 200 million dollar budget director Peter Jackson was able to fulfill his childhood dream of directing a King Kong film.

Universal - 2005",2011-12-13T05:35:44Z,UCTCjFFoX1un-j7ni4B6HJ3Q,Film & Animation,176,3962889,11143,1186,2023-08-26T17:47:25.016913,AYaTCPbYGdk
Vlad Ţepeş (1979) Vlad the Impaler - The True Life of Dracula UNCUT [English subtitles],"http://www.imdb.com/title/tt0141966/
I have also spanish and serbian subtitles but they are for the shorter version of the movie and they don't fit soo only english subtitles for this.
Turn on captions to see the subtitles (press the [cc] button on the youtube player).",2011-12-21T17:56:13Z,UCHpYiIADV2M8LI34qxsrDAg,Education,8047,5053095,25766,2917,2023-08-26T17:51:18.597736,VqbagKqtbAQ
Nitro Circus The Movie - On Blu-ray & DVD Nov 13 [Official Trailer],"➤ Click here to SUBSCRIBE to Nitro Circus: https://goo.gl/k6lcWn

Nitro Circus The Movie - On Blu-ray & DVD Nov 13 (Official Trailer #1)

BUY NITRO GEAR: http://shop.nitrocircus.com

FOLLOW US ON TWITTER: https://twitter.com/NitroCircus   #NitroCircus3D

LIKE US ON FACEBOOK: https://www.facebook.com/NitroCircus

VISIT OUR WEBSITE: http://www.NitroCircus3D.com



On Blu-ray, DVD and Online Nov 13 - In NITRO CIRCUS THE MOVIE 3D, Travis Pastrana and his tight-knit, highly-skilled, adrenaline-addicted friends bring their impossibly insane and hysterical adventures to the big screen for the first time! Dreaming up the most dangerous stunts in the world of action sports -- whether they are back-flipping a bike between two 60-story buildings or going air-born to destroy their friends in a life size, high speed game of Freedom Flyers — Pastrana and his gang are always at it. High Risk. High Octane. And No Safety Nets Allowed. 
 
Using the innovation of 3D cinematography and the latest compact camera rigs, the filmmakers provide moviegoers with a groundbreaking experience in 3D cinema that puts the audience in the shotgun with the crew as they pilot motorcycles, rally cars, parachutes, mountain bikes, monster trucks and more.",2012-01-01T01:52:17Z,UC9UGYdMSKasjY0mhU1lG4lQ,Film & Animation,110,3822855,14962,1696,2023-08-26T17:55:22.832543,gxTuEC8RMzE
SILENT HOUSE | Trailer (2012) [HD],"http://facebook.com/FrancTausch  Silent House Trailer. With Elizabeth Olsen, Adam Trese and Eric Sheffer. A film by Chris Kentis & Laura Lau.

Silent House opens in the US: March 9, 2012
Geplanter Kinostart / Filmstart in Deutschland von Silent House: Unbekannt.

Francs Twitter: http://twitter.com/FilmKritikTV2

Add your thoughts about the Silent House Trailer with Elizabeth Olsen.


Silent House trailer / Silent House official trailer / movie film Kino trailer Remake Elizabeth Olsen Silent House 2012 Horror Suspense Thriller",2012-01-07T01:57:06Z,UCVwOUmW4GslD1_zFZ8CyE-A,Entertainment,154,2601028,3829,1569,2023-08-26T17:52:50.173780,6yLD4km_d1I
Millhaven dir.Bartek Kulas i Katarzyna Groniec,video,2012-01-09T02:07:56Z,UCyBBFzR6KSOlJmFUcjsQ8TA,Music,411,1897329,37262,1742,2023-08-26T17:52:30.226887,5DNzX-f8awE
"Children of Men Official Trailer #1 - Julianne Moore, Clive Owen Movie (2006) HD","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Children of Men Official Trailer #1 - Julianne Moore, Clive Owen Movie (2006) HD


Children of Men Trailer - Directed by Alfonso CuarÓn and starring Clive Owen, Juan Gabriel Yacuzzi, Michael Caine, Mishal Husain, Rob Curling. In 2027, in a chaotic world in which humans can no longer procreate, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea, where her child's birth may help scientists save the future of humankind.

Universal - 2006",2012-01-10T07:03:52Z,UCTCjFFoX1un-j7ni4B6HJ3Q,Film & Animation,147,5540805,25603,2755,2023-08-26T17:48:01.112120,2VT2apoX90o
"Dead Silence Official Trailer #1 - Ryan Kwanten, Bob Gunton Movie (2007) HD","Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Dead Silence Official Trailer #1 - Ryan Kwanten, Bob Gunton Movie (2007) HD 

Dead Silence Trailer - Directed by James Wan and starring Ryan Kwanten, Donnie Wahlberg, Michael Fairman, Bob Gunton, Dmitry Chepovetsky. After receiving a weird package with the doll named Billy, Jamie's wife is murdered and he believe's Mary Shaw and Billy are behind it.

Universal - 2007",2012-01-10T07:05:06Z,UCTCjFFoX1un-j7ni4B6HJ3Q,Film & Animation,134,7685180,33658,2310,2023-08-26T17:48:21.220861,8b_HVtHmK30
Soul Man - C. Thomas Howell - Trailer,"""This is the Cosby decade. America loves black people."" 

Mark ne se fait aucun soucis pour son entrée à l'université, jusqu'au jour où son père lui annonce qu'il préfère dépenser son argent dans des vacances que pour son éducation. Mark est alors prêt à tout faire pour obtenir une bourse lui permettant de poursuivre ses études. Il se fait alors passer pour un étudiant noir.

Professor Banks: You've learned something I can't teach them. You've learned what it feels like to be black.
Mark: No sir.
Professor Banks: Beg your pardon?
Mark: I don't really know what it feels like sir. If I didn't like it, I could always get out. It's not the same sir.
Professor Banks: You've learned a great deal more than I thought.",2012-01-25T21:56:05Z,UCb8PPa9ODF0CtUQFBhTTqZQ,Film & Animation,118,628749,3426,1329,2023-08-26T17:42:41.907517,z2zMrjBLwn8
7500 - Official Movie Trailer,"In the new horror movie ""7500,""  the 273 passengers aboard a Vista Pacific Flight to Japan are far from alone on their 10 hour flight. Directed by Takashi Shimizu, the director of ""The Grudge,""  7500 will hit theaters on Aug 31, 2012.

Hop a flight over to IGN for more info:
http://movies.ign.com/objects/121/121666.html

Subscribe to IGN's channel for reviews, news, and all things gaming: http://www.youtube.com/subscription_center?add_user=ignentertainment",2012-01-31T19:13:20Z,UCKy1dAqELo0zrOtPkf0eTMw,Entertainment,120,4000511,8431,2716,2023-08-26T17:55:35.957681,71vXzDCKqDw
God Bless America - Official RED BAND Trailer (2012),"God Bless America - Official RED BAND Movie Trailer (2012)



God Bless America Official RED BAND Trailer 2012 movie film Band Red Trailer Trailer (promotion) Official Trailer bobcat",2012-02-01T16:07:03Z,UCvZ0KQ1_Kiz180YQBkTzJMQ,Film & Animation,136,656869,2876,1228,2023-08-26T17:52:49.063264,yruArw21EGA
